Timestamp,EquipmentId,EngineTemperature,OilPressure
2026-05-08T21:20:31.2298050Z,EQ-3,94.82,41.58
2026-05-08T21:20:41.2298050Z,EQ-2,91.03,42.55
2026-05-08T21:20:51.2298050Z,EQ-3,88.53,44.68
2026-05-08T21:21:01.2298050Z,EQ-3,95.95,43.05
2026-05-08T21:21:11.2298050Z,EQ-3,91.49,49.64
2026-05-08T21:21:21.2298050Z,EQ-2,86.60,43.03
2026-05-08T21:21:31.2298050Z,EQ-3,93.33,42.30
2026-05-08T21:21:41.2298050Z,EQ-3,95.90,48.80
2026-05-08T21:21:51.2298050Z,EQ-2,85.66,43.85
2026-05-08T21:22:01.2298050Z,EQ-3,89.77,46.82
2026-05-08T21:22:11.2298050Z,EQ-1,97.12,47.44
2026-05-08T21:22:21.2298050Z,EQ-4,90.68,45.04
2026-05-08T21:22:31.2298050Z,EQ-2,92.56,42.05
2026-05-08T21:22:41.2298050Z,EQ-4,89.23,42.13
2026-05-08T21:22:51.2298050Z,EQ-2,86.89,45.22
2026-05-08T21:23:01.2298050Z,EQ-1,98.54,41.74
2026-05-08T21:23:11.2298050Z,EQ-2,94.95,44.64
2026-05-08T21:23:21.2298050Z,EQ-1,92.55,44.95
2026-05-08T21:23:31.2298050Z,EQ-1,98.52,44.92
2026-05-08T21:23:41.2298050Z,EQ-1,99.95,48.94
2026-05-08T21:23:51.2298050Z,EQ-1,98.82,47.69
2026-05-08T21:24:01.2298050Z,EQ-3,91.65,41.76
2026-05-08T21:24:11.2298050Z,EQ-1,97.30,45.59
2026-05-08T21:24:21.2298050Z,EQ-1,95.40,47.41
2026-05-08T21:24:31.2298050Z,EQ-2,88.07,45.08
2026-05-08T21:24:41.2298050Z,EQ-1,85.47,45.01
2026-05-08T21:24:51.2298050Z,EQ-2,89.35,46.37
2026-05-08T21:25:01.2298050Z,EQ-4,91.92,41.57
2026-05-08T21:25:11.2298050Z,EQ-1,89.27,41.71
2026-05-08T21:25:21.2298050Z,EQ-2,96.91,46.51
2026-05-08T21:25:31.2298050Z,EQ-3,94.94,43.44
2026-05-08T21:25:41.2298050Z,EQ-3,85.15,49.52
2026-05-08T21:25:51.2298050Z,EQ-3,87.72,48.68
2026-05-08T21:26:01.2298050Z,EQ-4,88.75,48.25
2026-05-08T21:26:11.2298050Z,EQ-3,92.80,42.81
2026-05-08T21:26:21.2298050Z,EQ-4,99.12,49.36
2026-05-08T21:26:31.2298050Z,EQ-3,96.50,46.00
2026-05-08T21:26:41.2298050Z,EQ-4,98.72,48.79
2026-05-08T21:26:51.2298050Z,EQ-3,92.52,49.96
2026-05-08T21:27:01.2298050Z,EQ-3,94.04,43.32
2026-05-08T21:27:11.2298050Z,EQ-3,91.58,46.00
2026-05-08T21:27:21.2298050Z,EQ-2,88.91,41.77
2026-05-08T21:27:31.2298050Z,EQ-1,99.86,40.46
2026-05-08T21:27:41.2298050Z,EQ-2,97.62,44.25
2026-05-08T21:27:51.2298050Z,EQ-4,88.27,46.43
2026-05-08T21:28:01.2298050Z,EQ-1,90.21,40.51
2026-05-08T21:28:11.2298050Z,EQ-3,87.49,44.25
2026-05-08T21:28:21.2298050Z,EQ-2,91.98,46.04
2026-05-08T21:28:31.2298050Z,EQ-1,86.54,42.93
2026-05-08T21:28:41.2298050Z,EQ-1,86.33,42.88
2026-05-08T21:28:51.2298050Z,EQ-4,95.21,46.02
2026-05-08T21:29:01.2298050Z,EQ-1,93.89,47.77
2026-05-08T21:29:11.2298050Z,EQ-3,97.10,49.98
2026-05-08T21:29:21.2298050Z,EQ-2,97.43,41.77
2026-05-08T21:29:31.2298050Z,EQ-3,88.39,41.64
2026-05-08T21:29:41.2298050Z,EQ-2,99.39,48.30
2026-05-08T21:29:51.2298050Z,EQ-4,88.82,40.35
2026-05-08T21:30:01.2298050Z,EQ-1,94.78,40.63
2026-05-08T21:30:11.2298050Z,EQ-3,91.71,48.78
2026-05-08T21:30:21.2298050Z,EQ-4,89.57,41.04
2026-05-08T21:30:31.2298050Z,EQ-3,93.21,41.80
2026-05-08T21:30:41.2298050Z,EQ-2,87.07,46.83
2026-05-08T21:30:51.2298050Z,EQ-4,93.88,43.79
2026-05-08T21:31:01.2298050Z,EQ-4,99.19,47.71
2026-05-08T21:31:11.2298050Z,EQ-1,98.23,45.87
2026-05-08T21:31:21.2298050Z,EQ-3,99.47,42.75
2026-05-08T21:31:31.2298050Z,EQ-3,96.09,47.11
2026-05-08T21:31:41.2298050Z,EQ-1,87.18,45.33
2026-05-08T21:31:51.2298050Z,EQ-2,96.52,47.94
2026-05-08T21:32:01.2298050Z,EQ-2,89.08,49.23
2026-05-08T21:32:11.2298050Z,EQ-2,98.84,47.29
2026-05-08T21:32:21.2298050Z,EQ-2,92.31,44.43
2026-05-08T21:32:31.2298050Z,EQ-4,90.34,41.39
2026-05-08T21:32:41.2298050Z,EQ-1,91.17,42.96
2026-05-08T21:32:51.2298050Z,EQ-3,91.01,44.10
2026-05-08T21:33:01.2298050Z,EQ-2,91.31,40.47
2026-05-08T21:33:11.2298050Z,EQ-3,99.62,49.69
2026-05-08T21:33:21.2298050Z,EQ-3,96.05,40.83
2026-05-08T21:33:31.2298050Z,EQ-4,90.48,44.22
2026-05-08T21:33:41.2298050Z,EQ-3,90.38,48.07
2026-05-08T21:33:51.2298050Z,EQ-1,96.30,47.93
2026-05-08T21:34:01.2298050Z,EQ-2,92.39,41.18
2026-05-08T21:34:11.2298050Z,EQ-2,96.11,40.52
2026-05-08T21:34:21.2298050Z,EQ-4,96.95,40.82
2026-05-08T21:34:31.2298050Z,EQ-4,90.43,45.29
2026-05-08T21:34:41.2298050Z,EQ-2,89.67,43.79
2026-05-08T21:34:51.2298050Z,EQ-3,85.31,44.80
2026-05-08T21:35:01.2298050Z,EQ-3,99.74,46.20
2026-05-08T21:35:11.2298050Z,EQ-4,92.73,48.71
2026-05-08T21:35:21.2298050Z,EQ-3,93.38,49.70
2026-05-08T21:35:31.2298050Z,EQ-4,90.15,49.35
2026-05-08T21:35:41.2298050Z,EQ-4,97.91,44.90
2026-05-08T21:35:51.2298050Z,EQ-2,94.08,47.15
2026-05-08T21:36:01.2298050Z,EQ-3,95.96,46.82
2026-05-08T21:36:11.2298050Z,EQ-3,95.48,41.49
2026-05-08T21:36:21.2298050Z,EQ-4,98.45,43.85
2026-05-08T21:36:31.2298050Z,EQ-3,92.42,43.80
2026-05-08T21:36:41.2298050Z,EQ-3,94.80,47.15
2026-05-08T21:36:51.2298050Z,EQ-1,97.69,42.74
2026-05-08T21:37:01.2298050Z,EQ-1,93.36,46.13
2026-05-08T21:37:11.2298050Z,EQ-2,92.75,40.84
2026-05-08T21:37:21.2298050Z,EQ-1,89.02,48.67
2026-05-08T21:37:31.2298050Z,EQ-2,99.60,46.71
2026-05-08T21:37:41.2298050Z,EQ-1,94.03,46.19
2026-05-08T21:37:51.2298050Z,EQ-4,96.50,46.73
2026-05-08T21:38:01.2298050Z,EQ-1,85.46,48.08
2026-05-08T21:38:11.2298050Z,EQ-2,87.36,42.91
2026-05-08T21:38:21.2298050Z,EQ-1,85.47,41.55
2026-05-08T21:38:31.2298050Z,EQ-2,96.85,42.52
2026-05-08T21:38:41.2298050Z,EQ-3,85.27,44.78
2026-05-08T21:38:51.2298050Z,EQ-2,88.80,47.37
2026-05-08T21:39:01.2298050Z,EQ-4,97.80,49.15
2026-05-08T21:39:11.2298050Z,EQ-3,86.33,48.05
2026-05-08T21:39:21.2298050Z,EQ-4,87.83,42.72
2026-05-08T21:39:31.2298050Z,EQ-2,92.92,42.30
2026-05-08T21:39:41.2298050Z,EQ-2,92.29,48.07
2026-05-08T21:39:51.2298050Z,EQ-1,89.87,47.56
2026-05-08T21:40:01.2298050Z,EQ-2,98.74,43.05
2026-05-08T21:40:11.2298050Z,EQ-4,95.30,43.99
2026-05-08T21:40:21.2298050Z,EQ-3,97.65,49.61
2026-05-08T21:40:31.2298050Z,EQ-3,94.90,42.67
2026-05-08T21:40:41.2298050Z,EQ-3,90.07,43.87
2026-05-08T21:40:51.2298050Z,EQ-2,92.12,46.41
2026-05-08T21:41:01.2298050Z,EQ-1,97.52,45.51
2026-05-08T21:41:11.2298050Z,EQ-2,98.70,45.56
2026-05-08T21:41:21.2298050Z,EQ-1,97.66,49.77
2026-05-08T21:41:31.2298050Z,EQ-3,94.72,46.44
2026-05-08T21:41:41.2298050Z,EQ-3,91.85,49.86
2026-05-08T21:41:51.2298050Z,EQ-1,92.10,41.51
2026-05-08T21:42:01.2298050Z,EQ-4,88.49,40.71
2026-05-08T21:42:11.2298050Z,EQ-4,85.27,42.98
2026-05-08T21:42:21.2298050Z,EQ-3,98.26,46.00
2026-05-08T21:42:31.2298050Z,EQ-3,86.02,49.62
2026-05-08T21:42:41.2298050Z,EQ-1,97.85,46.08
2026-05-08T21:42:51.2298050Z,EQ-3,92.96,46.03
2026-05-08T21:43:01.2298050Z,EQ-1,86.20,44.58
2026-05-08T21:43:11.2298050Z,EQ-1,94.01,45.46
2026-05-08T21:43:21.2298050Z,EQ-4,96.32,40.38
2026-05-08T21:43:31.2298050Z,EQ-4,96.26,49.24
2026-05-08T21:43:41.2298050Z,EQ-4,91.90,49.38
2026-05-08T21:43:51.2298050Z,EQ-4,89.73,40.77
2026-05-08T21:44:01.2298050Z,EQ-2,88.26,45.99
2026-05-08T21:44:11.2298050Z,EQ-1,94.69,41.72
2026-05-08T21:44:21.2298050Z,EQ-2,90.06,49.89
2026-05-08T21:44:31.2298050Z,EQ-4,98.04,48.46
2026-05-08T21:44:41.2298050Z,EQ-4,93.04,46.93
2026-05-08T21:44:51.2298050Z,EQ-4,89.97,43.34
2026-05-08T21:45:01.2298050Z,EQ-3,85.08,49.85
2026-05-08T21:45:11.2298050Z,EQ-1,97.58,44.80
2026-05-08T21:45:21.2298050Z,EQ-4,94.10,48.20
2026-05-08T21:45:31.2298050Z,EQ-1,92.65,41.86
2026-05-08T21:45:41.2298050Z,EQ-4,85.72,46.42
2026-05-08T21:45:51.2298050Z,EQ-2,90.62,45.81
2026-05-08T21:46:01.2298050Z,EQ-4,88.93,43.50
2026-05-08T21:46:11.2298050Z,EQ-1,86.27,48.51
2026-05-08T21:46:21.2298050Z,EQ-1,99.84,48.33
2026-05-08T21:46:31.2298050Z,EQ-1,90.28,45.11
2026-05-08T21:46:41.2298050Z,EQ-4,91.27,44.97
2026-05-08T21:46:51.2298050Z,EQ-2,88.47,45.21
2026-05-08T21:47:01.2298050Z,EQ-3,86.81,48.13
2026-05-08T21:47:11.2298050Z,EQ-4,89.42,45.52
2026-05-08T21:47:21.2298050Z,EQ-4,85.89,47.62
2026-05-08T21:47:31.2298050Z,EQ-4,93.26,42.23
2026-05-08T21:47:41.2298050Z,EQ-4,88.77,41.08
2026-05-08T21:47:51.2298050Z,EQ-1,94.30,49.00
2026-05-08T21:48:01.2298050Z,EQ-4,92.33,44.76
2026-05-08T21:48:11.2298050Z,EQ-4,89.51,42.06
2026-05-08T21:48:21.2298050Z,EQ-3,92.63,45.76
2026-05-08T21:48:31.2298050Z,EQ-2,95.01,46.21
2026-05-08T21:48:41.2298050Z,EQ-1,97.32,49.37
2026-05-08T21:48:51.2298050Z,EQ-1,88.57,46.31
2026-05-08T21:49:01.2298050Z,EQ-1,99.27,48.11
2026-05-08T21:49:11.2298050Z,EQ-2,99.82,43.55
2026-05-08T21:49:21.2298050Z,EQ-1,88.30,44.25
2026-05-08T21:49:31.2298050Z,EQ-4,88.99,42.71
2026-05-08T21:49:41.2298050Z,EQ-2,94.17,44.16
2026-05-08T21:49:51.2298050Z,EQ-1,85.51,47.12
2026-05-08T21:50:01.2298050Z,EQ-4,96.89,49.40
2026-05-08T21:50:11.2298050Z,EQ-2,88.59,42.13
2026-05-08T21:50:21.2298050Z,EQ-2,92.61,44.54
2026-05-08T21:50:31.2298050Z,EQ-3,99.98,40.50
2026-05-08T21:50:41.2298050Z,EQ-3,87.31,45.35
2026-05-08T21:50:51.2298050Z,EQ-4,91.05,44.50
2026-05-08T21:51:01.2298050Z,EQ-2,92.13,40.62
2026-05-08T21:51:11.2298050Z,EQ-1,85.78,49.09
2026-05-08T21:51:21.2298050Z,EQ-2,91.34,47.14
2026-05-08T21:51:31.2298050Z,EQ-2,99.76,48.06
2026-05-08T21:51:41.2298050Z,EQ-3,92.78,46.48
2026-05-08T21:51:51.2298050Z,EQ-1,90.11,40.76
2026-05-08T21:52:01.2298050Z,EQ-4,88.42,41.31
2026-05-08T21:52:11.2298050Z,EQ-1,86.39,48.08
2026-05-08T21:52:21.2298050Z,EQ-3,98.11,45.22
2026-05-08T21:52:31.2298050Z,EQ-4,92.08,40.21
2026-05-08T21:52:41.2298050Z,EQ-4,87.66,47.01
2026-05-08T21:52:51.2298050Z,EQ-4,92.99,44.29
2026-05-08T21:53:01.2298050Z,EQ-3,93.42,49.29
2026-05-08T21:53:11.2298050Z,EQ-1,91.58,48.67
2026-05-08T21:53:21.2298050Z,EQ-3,88.83,46.25
2026-05-08T21:53:31.2298050Z,EQ-4,86.34,42.12
2026-05-08T21:53:41.2298050Z,EQ-2,88.43,44.61
2026-05-08T21:53:51.2298050Z,EQ-1,89.91,41.00
2026-05-08T21:54:01.2298050Z,EQ-3,86.19,40.45
2026-05-08T21:54:11.2298050Z,EQ-2,86.62,44.38
2026-05-08T21:54:21.2298050Z,EQ-4,92.23,46.00
2026-05-08T21:54:31.2298050Z,EQ-4,85.15,49.84
2026-05-08T21:54:41.2298050Z,EQ-1,94.03,44.58
2026-05-08T21:54:51.2298050Z,EQ-2,94.48,40.99
2026-05-08T21:55:01.2298050Z,EQ-4,89.47,45.85
2026-05-08T21:55:11.2298050Z,EQ-4,89.23,47.38
2026-05-08T21:55:21.2298050Z,EQ-2,94.59,45.51
2026-05-08T21:55:31.2298050Z,EQ-2,89.50,48.05
2026-05-08T21:55:41.2298050Z,EQ-2,96.68,43.89
2026-05-08T21:55:51.2298050Z,EQ-4,99.71,48.83
2026-05-08T21:56:01.2298050Z,EQ-1,93.64,47.15
2026-05-08T21:56:11.2298050Z,EQ-3,93.84,47.98
2026-05-08T21:56:21.2298050Z,EQ-4,89.35,43.63
2026-05-08T21:56:31.2298050Z,EQ-1,88.86,48.70
2026-05-08T21:56:41.2298050Z,EQ-3,89.92,43.05
2026-05-08T21:56:51.2298050Z,EQ-4,90.14,47.50
2026-05-08T21:57:01.2298050Z,EQ-3,97.73,44.90
2026-05-08T21:57:11.2298050Z,EQ-3,87.55,49.52
2026-05-08T21:57:21.2298050Z,EQ-1,90.87,42.91
2026-05-08T21:57:31.2298050Z,EQ-4,90.95,47.32
2026-05-08T21:57:41.2298050Z,EQ-4,86.55,47.26
2026-05-08T21:57:51.2298050Z,EQ-1,99.88,40.45
2026-05-08T21:58:01.2298050Z,EQ-3,87.26,49.96
2026-05-08T21:58:11.2298050Z,EQ-3,86.70,43.30
2026-05-08T21:58:21.2298050Z,EQ-4,96.31,49.67
2026-05-08T21:58:31.2298050Z,EQ-1,85.46,44.19
2026-05-08T21:58:41.2298050Z,EQ-2,92.89,40.39
2026-05-08T21:58:51.2298050Z,EQ-4,85.30,42.69
2026-05-08T21:59:01.2298050Z,EQ-3,86.36,45.19
2026-05-08T21:59:11.2298050Z,EQ-4,96.25,49.52
2026-05-08T21:59:21.2298050Z,EQ-3,94.34,49.82
2026-05-08T21:59:31.2298050Z,EQ-2,93.62,49.47
2026-05-08T21:59:41.2298050Z,EQ-4,96.34,49.78
2026-05-08T21:59:51.2298050Z,EQ-3,92.60,47.37
2026-05-08T22:00:01.2298050Z,EQ-3,88.08,44.87
2026-05-08T22:00:11.2298050Z,EQ-2,92.30,46.28
2026-05-08T22:00:21.2298050Z,EQ-3,88.41,48.51
2026-05-08T22:00:31.2298050Z,EQ-4,95.27,48.62
2026-05-08T22:00:41.2298050Z,EQ-3,91.76,41.25
2026-05-08T22:00:51.2298050Z,EQ-4,92.26,48.40
2026-05-08T22:01:01.2298050Z,EQ-3,94.04,47.44
2026-05-08T22:01:11.2298050Z,EQ-1,93.98,45.43
2026-05-08T22:01:21.2298050Z,EQ-1,86.05,41.09
2026-05-08T22:01:31.2298050Z,EQ-3,98.33,46.95
2026-05-08T22:01:41.2298050Z,EQ-1,85.71,46.53
2026-05-08T22:01:51.2298050Z,EQ-1,91.03,47.52
2026-05-08T22:02:01.2298050Z,EQ-3,86.75,45.48
2026-05-08T22:02:11.2298050Z,EQ-1,90.02,48.06
2026-05-08T22:02:21.2298050Z,EQ-4,89.87,40.89
2026-05-08T22:02:31.2298050Z,EQ-2,91.06,41.00
2026-05-08T22:02:41.2298050Z,EQ-1,95.01,48.92
2026-05-08T22:02:51.2298050Z,EQ-4,94.43,41.43
2026-05-08T22:03:01.2298050Z,EQ-3,99.82,44.63
2026-05-08T22:03:11.2298050Z,EQ-3,96.64,44.75
2026-05-08T22:03:21.2298050Z,EQ-3,86.17,41.83
2026-05-08T22:03:31.2298050Z,EQ-1,98.97,40.70
2026-05-08T22:03:41.2298050Z,EQ-2,96.74,45.01
2026-05-08T22:03:51.2298050Z,EQ-2,93.29,45.98
2026-05-08T22:04:01.2298050Z,EQ-1,98.93,47.02
2026-05-08T22:04:11.2298050Z,EQ-4,94.11,42.93
2026-05-08T22:04:21.2298050Z,EQ-1,91.54,42.73
2026-05-08T22:04:31.2298050Z,EQ-4,97.52,45.08
2026-05-08T22:04:41.2298050Z,EQ-1,91.88,46.54
2026-05-08T22:04:51.2298050Z,EQ-2,95.11,41.82
2026-05-08T22:05:01.2298050Z,EQ-3,95.17,42.78
2026-05-08T22:05:11.2298050Z,EQ-1,92.69,47.92
2026-05-08T22:05:21.2298050Z,EQ-1,97.21,44.70
2026-05-08T22:05:31.2298050Z,EQ-1,88.14,44.85
2026-05-08T22:05:41.2298050Z,EQ-3,97.91,49.88
2026-05-08T22:05:51.2298050Z,EQ-3,91.03,46.39
2026-05-08T22:06:01.2298050Z,EQ-3,89.14,47.97
2026-05-08T22:06:11.2298050Z,EQ-1,94.81,40.75
2026-05-08T22:06:21.2298050Z,EQ-1,90.52,49.33
2026-05-08T22:06:31.2298050Z,EQ-4,85.45,44.36
2026-05-08T22:06:41.2298050Z,EQ-3,93.72,45.87
2026-05-08T22:06:51.2298050Z,EQ-1,92.16,47.44
2026-05-08T22:07:01.2298050Z,EQ-3,90.99,48.30
2026-05-08T22:07:11.2298050Z,EQ-1,95.31,43.02
2026-05-08T22:07:21.2298050Z,EQ-2,89.93,40.85
2026-05-08T22:07:31.2298050Z,EQ-1,91.25,48.26
2026-05-08T22:07:41.2298050Z,EQ-4,94.34,49.10
2026-05-08T22:07:51.2298050Z,EQ-4,91.66,42.41
2026-05-08T22:08:01.2298050Z,EQ-3,93.11,43.04
2026-05-08T22:08:11.2298050Z,EQ-4,99.60,42.58
2026-05-08T22:08:21.2298050Z,EQ-1,87.80,43.34
2026-05-08T22:08:31.2298050Z,EQ-4,86.74,41.53
2026-05-08T22:08:41.2298050Z,EQ-3,94.61,47.01
2026-05-08T22:08:51.2298050Z,EQ-4,95.42,47.71
2026-05-08T22:09:01.2298050Z,EQ-1,88.27,41.23
2026-05-08T22:09:11.2298050Z,EQ-2,95.89,48.46
2026-05-08T22:09:21.2298050Z,EQ-2,90.86,48.78
2026-05-08T22:09:31.2298050Z,EQ-4,94.15,40.38
2026-05-08T22:09:41.2298050Z,EQ-4,89.12,43.56
2026-05-08T22:09:51.2298050Z,EQ-1,90.08,48.48
2026-05-08T22:10:01.2298050Z,EQ-3,88.39,47.97
2026-05-08T22:10:11.2298050Z,EQ-2,94.17,49.60
2026-05-08T22:10:21.2298050Z,EQ-2,96.16,42.42
2026-05-08T22:10:31.2298050Z,EQ-4,92.51,45.02
2026-05-08T22:10:41.2298050Z,EQ-2,90.90,46.36
2026-05-08T22:10:51.2298050Z,EQ-4,95.33,45.37
2026-05-08T22:11:01.2298050Z,EQ-3,99.53,41.31
2026-05-08T22:11:11.2298050Z,EQ-1,96.42,41.66
2026-05-08T22:11:21.2298050Z,EQ-2,87.11,44.26
2026-05-08T22:11:31.2298050Z,EQ-3,95.99,43.10
2026-05-08T22:11:41.2298050Z,EQ-4,98.71,44.02
2026-05-08T22:11:51.2298050Z,EQ-4,87.08,45.33
2026-05-08T22:12:01.2298050Z,EQ-4,94.03,42.89
2026-05-08T22:12:11.2298050Z,EQ-3,91.77,44.42
2026-05-08T22:12:21.2298050Z,EQ-1,95.14,49.87
2026-05-08T22:12:31.2298050Z,EQ-1,94.15,43.37
2026-05-08T22:12:41.2298050Z,EQ-1,89.15,46.27
2026-05-08T22:12:51.2298050Z,EQ-4,92.30,42.62
2026-05-08T22:13:01.2298050Z,EQ-4,95.73,49.18
2026-05-08T22:13:11.2298050Z,EQ-1,92.71,48.62
2026-05-08T22:13:21.2298050Z,EQ-3,92.40,42.10
2026-05-08T22:13:31.2298050Z,EQ-4,96.74,43.89
2026-05-08T22:13:41.2298050Z,EQ-4,90.06,40.52
2026-05-08T22:13:51.2298050Z,EQ-3,87.28,43.15
2026-05-08T22:14:01.2298050Z,EQ-2,94.23,48.25
2026-05-08T22:14:11.2298050Z,EQ-3,93.01,45.87
2026-05-08T22:14:21.2298050Z,EQ-3,88.33,40.53
2026-05-08T22:14:31.2298050Z,EQ-2,98.30,44.42
2026-05-08T22:14:41.2298050Z,EQ-1,88.18,40.40
2026-05-08T22:14:51.2298050Z,EQ-1,88.05,48.65
2026-05-08T22:15:01.2298050Z,EQ-2,97.02,45.85
2026-05-08T22:15:11.2298050Z,EQ-3,92.67,42.17
2026-05-08T22:15:21.2298050Z,EQ-4,86.73,47.25
2026-05-08T22:15:31.2298050Z,EQ-2,92.57,44.95
2026-05-08T22:15:41.2298050Z,EQ-2,97.80,47.33
2026-05-08T22:15:51.2298050Z,EQ-2,87.11,40.79
2026-05-08T22:16:01.2298050Z,EQ-3,96.38,41.58
2026-05-08T22:16:11.2298050Z,EQ-4,85.64,49.84
2026-05-08T22:16:21.2298050Z,EQ-4,89.00,41.44
2026-05-08T22:16:31.2298050Z,EQ-2,91.08,43.36
2026-05-08T22:16:41.2298050Z,EQ-3,85.80,40.12
2026-05-08T22:16:51.2298050Z,EQ-3,97.27,46.04
2026-05-08T22:17:01.2298050Z,EQ-1,94.51,46.22
2026-05-08T22:17:11.2298050Z,EQ-3,90.66,44.21
2026-05-08T22:17:21.2298050Z,EQ-4,88.89,47.19
2026-05-08T22:17:31.2298050Z,EQ-4,95.90,42.64
2026-05-08T22:17:41.2298050Z,EQ-4,88.87,40.74
2026-05-08T22:17:51.2298050Z,EQ-3,93.80,43.88
2026-05-08T22:18:01.2298050Z,EQ-1,92.27,48.09
2026-05-08T22:18:11.2298050Z,EQ-1,87.19,41.97
2026-05-08T22:18:21.2298050Z,EQ-4,91.79,42.68
2026-05-08T22:18:31.2298050Z,EQ-3,85.27,43.33
2026-05-08T22:18:41.2298050Z,EQ-3,87.95,49.93
2026-05-08T22:18:51.2298050Z,EQ-3,99.17,44.83
2026-05-08T22:19:01.2298050Z,EQ-2,85.36,49.13
2026-05-08T22:19:11.2298050Z,EQ-1,88.43,41.82
2026-05-08T22:19:21.2298050Z,EQ-4,97.71,46.82
2026-05-08T22:19:31.2298050Z,EQ-2,94.11,48.51
2026-05-08T22:19:41.2298050Z,EQ-4,88.46,45.27
2026-05-08T22:19:51.2298050Z,EQ-3,93.17,48.04
2026-05-08T22:20:01.2298050Z,EQ-4,88.27,48.90
2026-05-08T22:20:11.2298050Z,EQ-4,86.43,42.12
2026-05-08T22:20:21.2298050Z,EQ-1,95.18,44.58
2026-05-08T22:20:31.2298050Z,EQ-3,91.23,40.93
2026-05-08T22:20:41.2298050Z,EQ-2,92.55,49.89
2026-05-08T22:20:51.2298050Z,EQ-1,89.59,48.30
2026-05-08T22:21:01.2298050Z,EQ-3,90.53,48.26
2026-05-08T22:21:11.2298050Z,EQ-4,97.56,48.37
2026-05-08T22:21:21.2298050Z,EQ-2,96.71,42.33
2026-05-08T22:21:31.2298050Z,EQ-1,98.45,41.96
2026-05-08T22:21:41.2298050Z,EQ-4,86.89,44.25
2026-05-08T22:21:51.2298050Z,EQ-4,99.65,41.04
2026-05-08T22:22:01.2298050Z,EQ-4,93.40,48.90
2026-05-08T22:22:11.2298050Z,EQ-4,87.97,40.28
2026-05-08T22:22:21.2298050Z,EQ-3,86.94,43.60
2026-05-08T22:22:31.2298050Z,EQ-1,89.41,46.06
2026-05-08T22:22:41.2298050Z,EQ-2,88.25,48.38
2026-05-08T22:22:51.2298050Z,EQ-4,90.84,46.97
2026-05-08T22:23:01.2298050Z,EQ-4,88.86,48.31
2026-05-08T22:23:11.2298050Z,EQ-4,89.07,44.63
2026-05-08T22:23:21.2298050Z,EQ-2,98.39,42.51
